interaction_id,question_type,domain,retrieved_gold,n_words,t,t_suf,t_sc,top1_stable_streak,top1_changed,named_entity_detected,words_since_first_ne,question_word_type,label,label_sc
3569f7c6-3198-40e8-a3e4-45599e23c4f8,simple_w_condition,finance,False,16,16,,12,5,0,1,4,what,,1
2d4079bd-fb87-4b89-8119-be2c2fecda16,simple_w_condition,finance,False,13,1,,4,1,0,0,0,what,,0
2d4079bd-fb87-4b89-8119-be2c2fecda16,simple_w_condition,finance,False,13,2,,4,1,1,0,0,what,,0
2d4079bd-fb87-4b89-8119-be2c2fecda16,simple_w_condition,finance,False,13,3,,4,2,0,0,0,what,,0
2d4079bd-fb87-4b89-8119-be2c2fecda16,simple_w_condition,finance,False,13,4,,4,1,1,0,0,what,,1
2d4079bd-fb87-4b89-8119-be2c2fecda16,simple_w_condition,finance,False,13,5,,4,2,0,0,0,what,,1
2d4079bd-fb87-4b89-8119-be2c2fecda16,simple_w_condition,finance,False,13,6,,4,3,0,0,0,what,,1
2d4079bd-fb87-4b89-8119-be2c2fecda16,simple_w_condition,finance,False,13,7,,4,4,0,1,0,what,,1
2d4079bd-fb87-4b89-8119-be2c2fecda16,simple_w_condition,finance,False,13,8,,4,5,0,1,1,what,,1
2d4079bd-fb87-4b89-8119-be2c2fecda16,simple_w_condition,finance,False,13,9,,4,6,0,1,2,what,,1
2d4079bd-fb87-4b89-8119-be2c2fecda16,simple_w_condition,finance,False,13,10,,4,7,0,1,3,what,,1
2d4079bd-fb87-4b89-8119-be2c2fecda16,simple_w_condition,finance,False,13,11,,4,8,0,1,4,what,,1
2d4079bd-fb87-4b89-8119-be2c2fecda16,simple_w_condition,finance,False,13,12,,4,9,0,1,5,what,,1
2d4079bd-fb87-4b89-8119-be2c2fecda16,simple_w_condition,finance,False,13,13,,4,10,0,1,6,what,,1
9263d16c-88a7-408c-9679-56afbe542fa4,set,movie,False,12,1,,9,1,0,0,0,what,,0
9263d16c-88a7-408c-9679-56afbe542fa4,set,movie,False,12,2,,9,1,1,0,0,what,,0
9263d16c-88a7-408c-9679-56afbe542fa4,set,movie,False,12,3,,9,2,0,1,0,what,,0
9263d16c-88a7-408c-9679-56afbe542fa4,set,movie,False,12,4,,9,3,0,1,1,what,,0
9263d16c-88a7-408c-9679-56afbe542fa4,set,movie,False,12,5,,9,4,0,1,2,what,,0
9263d16c-88a7-408c-9679-56afbe542fa4,set,movie,False,12,6,,9,1,1,1,3,what,,0
9263d16c-88a7-408c-9679-56afbe542fa4,set,movie,False,12,7,,9,1,1,1,4,what,,0
9263d16c-88a7-408c-9679-56afbe542fa4,set,movie,False,12,8,,9,2,0,1,5,what,,0
9263d16c-88a7-408c-9679-56afbe542fa4,set,movie,False,12,9,,9,1,1,1,6,what,,1
9263d16c-88a7-408c-9679-56afbe542fa4,set,movie,False,12,10,,9,2,0,1,7,what,,1
9263d16c-88a7-408c-9679-56afbe542fa4,set,movie,False,12,11,,9,3,0,1,8,what,,1
9263d16c-88a7-408c-9679-56afbe542fa4,set,movie,False,12,12,,9,4,0,1,9,what,,1
7752219e-72eb-44c7-bf83-a52a00c7b5da,simple_w_condition,music,True,10,1,8,10,1,0,0,0,how,0,0
7752219e-72eb-44c7-bf83-a52a00c7b5da,simple_w_condition,music,True,10,2,8,10,2,0,0,0,how,0,0
7752219e-72eb-44c7-bf83-a52a00c7b5da,simple_w_condition,music,True,10,3,8,10,3,0,0,0,how,0,0
7752219e-72eb-44c7-bf83-a52a00c7b5da,simple_w_condition,music,True,10,4,8,10,1,1,0,0,how,0,0
7752219e-72eb-44c7-bf83-a52a00c7b5da,simple_w_condition,music,True,10,5,8,10,2,0,0,0,how,0,0
7752219e-72eb-44c7-bf83-a52a00c7b5da,simple_w_condition,music,True,10,6,8,10,3,0,0,0,how,0,0
7752219e-72eb-44c7-bf83-a52a00c7b5da,simple_w_condition,music,True,10,7,8,10,1,1,0,0,how,0,0
7752219e-72eb-44c7-bf83-a52a00c7b5da,simple_w_condition,music,True,10,8,8,10,1,1,0,0,how,1,0
7752219e-72eb-44c7-bf83-a52a00c7b5da,simple_w_condition,music,True,10,9,8,10,2,0,0,0,how,1,0
7752219e-72eb-44c7-bf83-a52a00c7b5da,simple_w_condition,music,True,10,10,8,10,1,1,0,0,how,1,1
37d00a45-b707-4f82-8ad5-faaab9f7f24a,comparison,music,True,19,1,1,19,1,0,0,0,who,1,0
37d00a45-b707-4f82-8ad5-faaab9f7f24a,comparison,music,True,19,2,1,19,1,1,0,0,who,1,0
37d00a45-b707-4f82-8ad5-faaab9f7f24a,comparison,music,True,19,3,1,19,2,0,0,0,who,1,0
37d00a45-b707-4f82-8ad5-faaab9f7f24a,comparison,music,True,19,4,1,19,1,1,0,0,who,1,0
37d00a45-b707-4f82-8ad5-faaab9f7f24a,comparison,music,True,19,5,1,19,2,0,0,0,who,1,0
37d00a45-b707-4f82-8ad5-faaab9f7f24a,comparison,music,True,19,6,1,19,3,0,0,0,who,1,0
37d00a45-b707-4f82-8ad5-faaab9f7f24a,comparison,music,True,19,7,1,19,4,0,0,0,who,1,0
37d00a45-b707-4f82-8ad5-faaab9f7f24a,comparison,music,True,19,8,1,19,1,1,0,0,who,1,0
37d00a45-b707-4f82-8ad5-faaab9f7f24a,comparison,music,True,19,9,1,19,2,0,0,0,who,1,0
37d00a45-b707-4f82-8ad5-faaab9f7f24a,comparison,music,True,19,10,1,19,3,0,1,0,who,1,0
37d00a45-b707-4f82-8ad5-faaab9f7f24a,comparison,music,True,19,11,1,19,4,0,1,1,who,1,0
37d00a45-b707-4f82-8ad5-faaab9f7f24a,comparison,music,True,19,12,1,19,5,0,1,2,who,1,0
37d00a45-b707-4f82-8ad5-faaab9f7f24a,comparison,music,True,19,13,1,19,6,0,1,3,who,1,0
37d00a45-b707-4f82-8ad5-faaab9f7f24a,comparison,music,True,19,14,1,19,1,1,1,4,who,1,0
37d00a45-b707-4f82-8ad5-faaab9f7f24a,comparison,music,True,19,15,1,19,1,1,1,5,who,1,0
37d00a45-b707-4f82-8ad5-faaab9f7f24a,comparison,music,True,19,16,1,19,2,0,1,6,who,1,0
37d00a45-b707-4f82-8ad5-faaab9f7f24a,comparison,music,True,19,17,1,19,1,1,1,7,who,1,0
37d00a45-b707-4f82-8ad5-faaab9f7f24a,comparison,music,True,19,18,1,19,2,0,1,8,who,1,0
37d00a45-b707-4f82-8ad5-faaab9f7f24a,comparison,music,True,19,19,1,19,1,1,1,9,who,1,1
ac242919-01c2-4563-a0fe-44cf59c7046c,set,movie,False,11,1,,7,1,0,0,0,who,,0
ac242919-01c2-4563-a0fe-44cf59c7046c,set,movie,False,11,2,,7,1,1,0,0,who,,0
ac242919-01c2-4563-a0fe-44cf59c7046c,set,movie,False,11,3,,7,2,0,0,0,who,,0
ac242919-01c2-4563-a0fe-44cf59c7046c,set,movie,False,11,4,,7,3,0,0,0,who,,0
ac242919-01c2-4563-a0fe-44cf59c7046c,set,movie,False,11,5,,7,4,0,0,0,who,,0
ac242919-01c2-4563-a0fe-44cf59c7046c,set,movie,False,11,6,,7,5,0,0,0,who,,0
ac242919-01c2-4563-a0fe-44cf59c7046c,set,movie,False,11,7,,7,1,1,0,0,who,,1
ac242919-01c2-4563-a0fe-44cf59c7046c,set,movie,False,11,8,,7,2,0,1,0,who,,1
ac242919-01c2-4563-a0fe-44cf59c7046c,set,movie,False,11,9,,7,3,0,1,1,who,,1
ac242919-01c2-4563-a0fe-44cf59c7046c,set,movie,False,11,10,,7,4,0,1,2,who,,1
ac242919-01c2-4563-a0fe-44cf59c7046c,set,movie,False,11,11,,7,5,0,1,3,who,,1
f51e7907-0f76-483e-b449-11b02eea1d78,comparison,finance,False,14,1,,4,1,0,0,0,which,,0
f51e7907-0f76-483e-b449-11b02eea1d78,comparison,finance,False,14,2,,4,1,1,0,0,which,,0
f51e7907-0f76-483e-b449-11b02eea1d78,comparison,finance,False,14,3,,4,2,0,0,0,which,,0
f51e7907-0f76-483e-b449-11b02eea1d78,comparison,finance,False,14,4,,4,1,1,0,0,which,,1
f51e7907-0f76-483e-b449-11b02eea1d78,comparison,finance,False,14,5,,4,2,0,0,0,which,,1
f51e7907-0f76-483e-b449-11b02eea1d78,comparison,finance,False,14,6,,4,3,0,0,0,which,,1
f51e7907-0f76-483e-b449-11b02eea1d78,comparison,finance,False,14,7,,4,4,0,0,0,which,,1
f51e7907-0f76-483e-b449-11b02eea1d78,comparison,finance,False,14,8,,4,5,0,0,0,which,,1
f51e7907-0f76-483e-b449-11b02eea1d78,comparison,finance,False,14,9,,4,6,0,0,0,which,,1
f51e7907-0f76-483e-b449-11b02eea1d78,comparison,finance,False,14,10,,4,7,0,1,0,which,,1
f51e7907-0f76-483e-b449-11b02eea1d78,comparison,finance,False,14,11,,4,8,0,1,1,which,,1
f51e7907-0f76-483e-b449-11b02eea1d78,comparison,finance,False,14,12,,4,9,0,1,2,which,,1
f51e7907-0f76-483e-b449-11b02eea1d78,comparison,finance,False,14,13,,4,10,0,1,3,which,,1
f51e7907-0f76-483e-b449-11b02eea1d78,comparison,finance,False,14,14,,4,11,0,1,4,which,,1
7499dee8-9270-4dd1-a2bc-69eaf734d13e,false_premise,open,False,11,1,,9,1,0,0,0,other,,0
7499dee8-9270-4dd1-a2bc-69eaf734d13e,false_premise,open,False,11,2,,9,2,0,1,0,other,,0
7499dee8-9270-4dd1-a2bc-69eaf734d13e,false_premise,open,False,11,3,,9,3,0,1,1,other,,0
7499dee8-9270-4dd1-a2bc-69eaf734d13e,false_premise,open,False,11,4,,9,4,0,1,2,other,,0
7499dee8-9270-4dd1-a2bc-69eaf734d13e,false_premise,open,False,11,5,,9,5,0,1,3,other,,0
7499dee8-9270-4dd1-a2bc-69eaf734d13e,false_premise,open,False,11,6,,9,6,0,1,4,other,,0
7499dee8-9270-4dd1-a2bc-69eaf734d13e,false_premise,open,False,11,7,,9,1,1,1,5,other,,0
7499dee8-9270-4dd1-a2bc-69eaf734d13e,false_premise,open,False,11,8,,9,2,0,1,6,other,,0
7499dee8-9270-4dd1-a2bc-69eaf734d13e,false_premise,open,False,11,9,,9,1,1,1,7,other,,1
7499dee8-9270-4dd1-a2bc-69eaf734d13e,false_premise,open,False,11,10,,9,2,0,1,8,other,,1
7499dee8-9270-4dd1-a2bc-69eaf734d13e,false_premise,open,False,11,11,,9,3,0,1,9,other,,1
5710f505-3717-40cc-87fd-f63affaec718,false_premise,sports,False,7,1,,7,1,0,0,0,other,,0
5710f505-3717-40cc-87fd-f63affaec718,false_premise,sports,False,7,2,,7,1,1,0,0,other,,0
5710f505-3717-40cc-87fd-f63affaec718,false_premise,sports,False,7,3,,7,2,0,0,0,other,,0
5710f505-3717-40cc-87fd-f63affaec718,false_premise,sports,False,7,4,,7,1,1,0,0,other,,0
5710f505-3717-40cc-87fd-f63affaec718,false_premise,sports,False,7,5,,7,2,0,0,0,other,,0
5710f505-3717-40cc-87fd-f63affaec718,false_premise,sports,False,7,6,,7,1,1,1,0,other,,0
5710f505-3717-40cc-87fd-f63affaec718,false_premise,sports,False,7,7,,7,1,1,1,1,other,,1
59c155d1-c888-4fca-a4ad-14778e848efe,simple,sports,False,8,1,,8,1,0,0,0,who,,0
59c155d1-c888-4fca-a4ad-14778e848efe,simple,sports,False,8,2,,8,1,1,0,0,who,,0
59c155d1-c888-4fca-a4ad-14778e848efe,simple,sports,False,8,3,,8,2,0,0,0,who,,0
59c155d1-c888-4fca-a4ad-14778e848efe,simple,sports,False,8,4,,8,3,0,0,0,who,,0
59c155d1-c888-4fca-a4ad-14778e848efe,simple,sports,False,8,5,,8,1,1,0,0,who,,0
59c155d1-c888-4fca-a4ad-14778e848efe,simple,sports,False,8,6,,8,2,0,0,0,who,,0
59c155d1-c888-4fca-a4ad-14778e848efe,simple,sports,False,8,7,,8,3,0,0,0,who,,0
59c155d1-c888-4fca-a4ad-14778e848efe,simple,sports,False,8,8,,8,1,1,0,0,who,,1
e93e3e85-68ce-4be9-ad5a-621f43f1b569,simple,movie,False,11,1,,10,1,0,0,0,other,,0
e93e3e85-68ce-4be9-ad5a-621f43f1b569,simple,movie,False,11,2,,10,2,0,0,0,other,,0
e93e3e85-68ce-4be9-ad5a-621f43f1b569,simple,movie,False,11,3,,10,3,0,0,0,other,,0
e93e3e85-68ce-4be9-ad5a-621f43f1b569,simple,movie,False,11,4,,10,1,1,0,0,other,,0
e93e3e85-68ce-4be9-ad5a-621f43f1b569,simple,movie,False,11,5,,10,2,0,0,0,other,,0
e93e3e85-68ce-4be9-ad5a-621f43f1b569,simple,movie,False,11,6,,10,3,0,0,0,other,,0
e93e3e85-68ce-4be9-ad5a-621f43f1b569,simple,movie,False,11,7,,10,4,0,0,0,other,,0
e93e3e85-68ce-4be9-ad5a-621f43f1b569,simple,movie,False,11,8,,10,5,0,0,0,other,,0
e93e3e85-68ce-4be9-ad5a-621f43f1b569,simple,movie,False,11,9,,10,6,0,0,0,other,,0
e93e3e85-68ce-4be9-ad5a-621f43f1b569,simple,movie,False,11,10,,10,1,1,0,0,other,,1
e93e3e85-68ce-4be9-ad5a-621f43f1b569,simple,movie,False,11,11,,10,2,0,0,0,other,,1
41354a30-fd4f-4ae7-b234-566136410e16,simple_w_condition,sports,True,9,1,2,1,1,0,0,0,which,0,1
41354a30-fd4f-4ae7-b234-566136410e16,simple_w_condition,sports,True,9,2,2,1,2,0,0,0,which,1,1
41354a30-fd4f-4ae7-b234-566136410e16,simple_w_condition,sports,True,9,3,2,1,3,0,0,0,which,1,1
41354a30-fd4f-4ae7-b234-566136410e16,simple_w_condition,sports,True,9,4,2,1,4,0,0,0,which,1,1
41354a30-fd4f-4ae7-b234-566136410e16,simple_w_condition,sports,True,9,5,2,1,5,0,0,0,which,1,1
41354a30-fd4f-4ae7-b234-566136410e16,simple_w_condition,sports,True,9,6,2,1,6,0,0,0,which,1,1
41354a30-fd4f-4ae7-b234-566136410e16,simple_w_condition,sports,True,9,7,2,1,7,0,0,0,which,1,1
41354a30-fd4f-4ae7-b234-566136410e16,simple_w_condition,sports,True,9,8,2,1,8,0,1,0,which,1,1
41354a30-fd4f-4ae7-b234-566136410e16,simple_w_condition,sports,True,9,9,2,1,9,0,1,1,which,1,1
fd686881-eab3-48b9-838e-5927ff80772b,aggregation,sports,False,8,1,,4,1,0,0,0,how,,0
fd686881-eab3-48b9-838e-5927ff80772b,aggregation,sports,False,8,2,,4,2,0,0,0,how,,0
fd686881-eab3-48b9-838e-5927ff80772b,aggregation,sports,False,8,3,,4,3,0,1,0,how,,0
fd686881-eab3-48b9-838e-5927ff80772b,aggregation,sports,False,8,4,,4,1,1,1,1,how,,1
fd686881-eab3-48b9-838e-5927ff80772b,aggregation,sports,False,8,5,,4,2,0,1,2,how,,1
fd686881-eab3-48b9-838e-5927ff80772b,aggregation,sports,False,8,6,,4,3,0,1,3,how,,1
fd686881-eab3-48b9-838e-5927ff80772b,aggregation,sports,False,8,7,,4,4,0,1,4,how,,1
fd686881-eab3-48b9-838e-5927ff80772b,aggregation,sports,False,8,8,,4,5,0,1,5,how,,1
5d728c53-bb1f-4bcd-924a-1e5e26738821,simple_w_condition,sports,False,20,1,,17,1,0,0,0,which,,0
5d728c53-bb1f-4bcd-924a-1e5e26738821,simple_w_condition,sports,False,20,2,,17,1,1,0,0,which,,0
5d728c53-bb1f-4bcd-924a-1e5e26738821,simple_w_condition,sports,False,20,3,,17,1,1,0,0,which,,0
5d728c53-bb1f-4bcd-924a-1e5e26738821,simple_w_condition,sports,False,20,4,,17,2,0,0,0,which,,0
5d728c53-bb1f-4bcd-924a-1e5e26738821,simple_w_condition,sports,False,20,5,,17,3,0,0,0,which,,0
5d728c53-bb1f-4bcd-924a-1e5e26738821,simple_w_condition,sports,False,20,6,,17,4,0,0,0,which,,0
5d728c53-bb1f-4bcd-924a-1e5e26738821,simple_w_condition,sports,False,20,7,,17,5,0,0,0,which,,0
5d728c53-bb1f-4bcd-924a-1e5e26738821,simple_w_condition,sports,False,20,8,,17,6,0,0,0,which,,0
5d728c53-bb1f-4bcd-924a-1e5e26738821,simple_w_condition,sports,False,20,9,,17,7,0,0,0,which,,0
5d728c53-bb1f-4bcd-924a-1e5e26738821,simple_w_condition,sports,False,20,10,,17,8,0,0,0,which,,0
5d728c53-bb1f-4bcd-924a-1e5e26738821,simple_w_condition,sports,False,20,11,,17,9,0,1,0,which,,0
5d728c53-bb1f-4bcd-924a-1e5e26738821,simple_w_condition,sports,False,20,12,,17,1,1,1,1,which,,0
5d728c53-bb1f-4bcd-924a-1e5e26738821,simple_w_condition,sports,False,20,13,,17,2,0,1,2,which,,0
5d728c53-bb1f-4bcd-924a-1e5e26738821,simple_w_condition,sports,False,20,14,,17,3,0,1,3,which,,0
5d728c53-bb1f-4bcd-924a-1e5e26738821,simple_w_condition,sports,False,20,15,,17,1,1,1,4,which,,0
5d728c53-bb1f-4bcd-924a-1e5e26738821,simple_w_condition,sports,False,20,16,,17,2,0,1,5,which,,0
5d728c53-bb1f-4bcd-924a-1e5e26738821,simple_w_condition,sports,False,20,17,,17,1,1,1,6,which,,1
