interaction_id,question_type,n_words,n_passages,gold_size,gold_density,ans_tokens,t_suf,phi_suf
c2b8c2ea-d282-4cf4-94a9-b7d5b06308fe,aggregation,13,111,52,0.46846846846846846,1,1,0.07692307692307693
480bd505-54b7-4150-aa41-8408fdd00a1e,comparison,19,400,95,0.2375,2,2,0.10526315789473684
4188213c-01dd-4885-ae52-9d0da14532d0,simple,16,318,8,0.025157232704402517,5,2,0.125
144bd3d2-be2b-4fcb-afb1-66feaad6c4b8,simple_w_condition,9,219,18,0.0821917808219178,2,1,0.1111111111111111
a7826efe-ca56-468e-87f1-23792cf0a47a,simple,11,400,2,0.005,13,2,0.18181818181818182
ee0b351c-5a00-48e2-97c3-73f8a802cf91,simple,14,185,8,0.043243243243243246,3,2,0.14285714285714285
68ca2297-6175-44cb-a26e-8355461a7442,simple,5,48,4,0.08333333333333333,4,1,0.2
a1eca954-d215-4748-a616-dfd4be382d8a,false_premise,11,112,40,0.35714285714285715,2,5,0.45454545454545453
d4360848-f6aa-4071-9264-6c60b934ce08,multi-hop,12,53,3,0.05660377358490566,3,2,0.16666666666666666
0a36d3a6-588b-4b3b-af1b-a9aa4a2792be,simple_w_condition,14,173,113,0.653179190751445,1,1,0.07142857142857142
bcdb3c42-4bbd-4f59-9017-8717568d18af,simple,11,57,12,0.21052631578947367,1,1,0.09090909090909091
25d230b2-e518-45e7-8c67-a762571fb5fe,comparison,9,84,1,0.011904761904761904,1,7,0.7777777777777778
c963e0c1-4eea-4d62-a461-679b1078a666,simple,18,200,7,0.035,1,13,0.7222222222222222
5835bbf4-5778-4a9d-8ebc-0d20f37c676b,aggregation,13,226,72,0.3185840707964602,1,1,0.07692307692307693
8c8b6f2e-8e7d-4b16-82e8-5d2bd78e78b6,comparison,9,106,13,0.12264150943396226,1,1,0.1111111111111111
83ca6ad3-4505-4ed6-ad2e-c2563cc99262,simple_w_condition,8,92,17,0.18478260869565216,2,1,0.125
8f6c5aa5-0471-4d2c-855b-cb3042567553,aggregation,11,79,34,0.43037974683544306,1,4,0.36363636363636365
6e6feebb-5f3e-44a9-a14a-2dd98fe3943b,comparison,9,116,7,0.0603448275862069,1,2,0.2222222222222222
2f324569-fe78-4923-97e4-4a9d7ce7abb9,comparison,8,21,9,0.42857142857142855,2,1,0.125
4954ba06-1661-43cd-b565-cc3e76239e8e,aggregation,15,180,72,0.4,1,1,0.06666666666666667
dc1bceed-b275-4582-bef7-d867d3386d13,simple,8,130,8,0.06153846153846154,1,6,0.75
c77fa2ab-c507-49ac-8bca-7f6ce60441af,simple,15,194,67,0.34536082474226804,2,1,0.06666666666666667
60dc65c4-4781-40e5-bd14-cb2874ba54d2,simple,9,211,26,0.12322274881516587,2,5,0.5555555555555556
77d855f1-07ad-4cb0-bda7-5a58d35670e8,simple,7,211,6,0.02843601895734597,2,2,0.2857142857142857
932c1332-de1e-4cb2-ab46-e738442ae19f,simple,11,125,9,0.072,1,1,0.09090909090909091
b8970214-0d44-44e1-b715-684f5f0d8009,aggregation,9,85,5,0.058823529411764705,1,1,0.1111111111111111
d3e629d3-7f58-4d6f-bd33-b34bb9ee92d2,comparison,17,111,19,0.17117117117117117,7,3,0.17647058823529413
c5a83340-c95a-4b9d-9470-4f5238b10111,simple_w_condition,14,100,4,0.04,1,1,0.07142857142857142
3ff48ac7-5b59-4f17-9c42-44a91f4bf04b,post-processing,11,83,18,0.21686746987951808,1,2,0.18181818181818182
12b1b450-914f-419d-9d6d-719916b18437,false_premise,10,44,2,0.045454545454545456,2,3,0.3
3fdbc2d1-2d18-4a3e-8f54-3f991e002d1d,simple,14,110,21,0.19090909090909092,2,2,0.14285714285714285
56595d5b-b25f-4913-9c3e-9036bb6d4acc,simple_w_condition,13,233,112,0.48068669527896996,2,1,0.07692307692307693
ad57a30d-0f77-41cf-ab69-350e7080a727,multi-hop,12,400,4,0.01,2,3,0.25
8b875f2e-9e4a-4359-908e-621b80aa36b7,simple_w_condition,17,41,13,0.3170731707317073,1,1,0.058823529411764705
220d39cd-8df6-4c96-a5a3-618f39df8552,simple,18,82,7,0.08536585365853659,2,11,0.6111111111111112
7e7d8ada-1074-4e2a-b16b-e7c35d21c764,comparison,11,83,16,0.1927710843373494,1,1,0.09090909090909091
14803ef8-2a6c-49cd-91bb-d2199afe9cb0,simple_w_condition,10,136,20,0.14705882352941177,2,3,0.3
1a61961d-ff2b-4b7f-aceb-05a58428c95d,post-processing,13,50,3,0.06,1,1,0.07692307692307693
38e34d1f-4fa7-4762-ba56-abafc79029f2,simple_w_condition,9,138,8,0.057971014492753624,1,5,0.5555555555555556
81e0fbd9-2bc7-4d57-a97c-d07127228f9e,comparison,14,61,10,0.16393442622950818,2,1,0.07142857142857142
8e6f6025-d096-432b-b1d3-7fbd42007e2c,aggregation,13,112,22,0.19642857142857142,1,1,0.07692307692307693
b1b702b3-8b74-49cf-ab6e-9703e26461bf,comparison,9,56,32,0.5714285714285714,1,1,0.1111111111111111
a9a27309-722d-466b-a961-f4132237d8f3,set,10,56,3,0.05357142857142857,2,7,0.7
586c731c-0d6b-480c-b0f5-2646d25616f9,simple_w_condition,11,99,7,0.0707070707070707,2,1,0.09090909090909091
096bba0f-0cc3-4c8f-b775-6dfb9b8b6786,simple,11,85,3,0.03529411764705882,1,9,0.8181818181818182
5c2ea729-caea-4761-a858-d93eb861bf4d,simple,7,65,17,0.26153846153846155,2,1,0.14285714285714285
5d14286b-c155-4759-bcd1-3ca2bc61aa43,simple,16,337,10,0.02967359050445104,3,3,0.1875
74f9198b-d43b-4c22-bef1-6d118c6c0567,comparison,9,108,2,0.018518518518518517,2,6,0.6666666666666666
5d2ee41d-c9e4-4b9c-8c8a-7bd459813051,comparison,16,400,58,0.145,2,1,0.0625
8ac47174-33a8-421d-97d1-1c0d5b3fa143,simple,19,96,3,0.03125,4,19,1.0
e89d23ef-dafa-486c-aed0-a540f0da494c,simple,10,91,1,0.01098901098901099,1,3,0.3
b5870b82-ff71-466d-9f6a-ab3dce06ad07,false_premise,13,77,14,0.18181818181818182,2,12,0.9230769230769231
d0a0b63a-fbcd-485a-bfce-300edd026349,aggregation,16,123,52,0.42276422764227645,1,1,0.0625
2046bad9-6326-4b3d-bf6f-8e8c817750a0,simple_w_condition,11,319,2,0.006269592476489028,2,7,0.6363636363636364
ea490f44-7dd1-4874-b43b-87f055b030b5,simple_w_condition,10,119,4,0.03361344537815126,2,4,0.4
806dc490-078b-4ad1-9874-87a3df34cd18,comparison,12,81,27,0.3333333333333333,2,1,0.08333333333333333
e15efed8-8bf5-45ec-9551-7f33225350b1,simple_w_condition,17,65,12,0.18461538461538463,1,1,0.058823529411764705
621db4e6-ddad-4935-b375-7c0c577f07d6,post-processing,11,82,2,0.024390243902439025,3,6,0.5454545454545454
53579431-dc51-4f0e-930f-e51a30e75a50,simple,16,35,3,0.08571428571428572,2,4,0.25
765b506f-a77a-406e-88ad-05a08b549b02,multi-hop,10,158,20,0.12658227848101267,2,2,0.2
52559781-ad5d-4fc9-97bc-ed57c59206df,simple_w_condition,8,63,6,0.09523809523809523,1,8,1.0
bdaa3dcc-1673-4425-9f11-a2e81bcd3e37,multi-hop,20,400,13,0.0325,1,1,0.05
086ab537-b2b2-4561-8fc7-6653a20db0f4,simple,9,400,22,0.055,2,3,0.3333333333333333
1a0a452e-1ed3-4645-adb4-4f89eb9fb089,simple_w_condition,13,77,3,0.03896103896103896,3,5,0.38461538461538464
7a206a02-0df8-4869-93e0-42d4651ddbb4,false_premise,15,273,28,0.10256410256410256,2,2,0.13333333333333333
bf32cf1a-5448-45ba-bfe2-30da2f090b04,simple_w_condition,6,97,5,0.05154639175257732,2,6,1.0
21bd7a66-0e02-4f9c-8d97-94d5282b2b34,false_premise,15,400,95,0.2375,2,6,0.4
af1ee3f6-d782-48ce-b7b9-eb4e229939ab,simple,11,394,8,0.02030456852791878,2,2,0.18181818181818182
de5634c9-5441-4205-8a2a-a9279d6a8635,comparison,9,70,21,0.3,2,4,0.4444444444444444
b3387794-3886-4ec0-aea1-9041513eddf9,simple,9,202,5,0.024752475247524754,1,2,0.2222222222222222
287ce116-a9b0-4d30-9b6a-58e0c3d5afc1,comparison,14,370,97,0.26216216216216215,2,1,0.07142857142857142
03201e9b-aab2-4171-9b17-711526235983,simple,14,62,16,0.25806451612903225,1,1,0.07142857142857142
52ab8dab-df77-4410-a98d-5fd898ff4ed0,simple_w_condition,17,152,48,0.3157894736842105,1,1,0.058823529411764705
5f928ee9-6ad3-46f7-b5a6-bb0034bf67af,simple,11,106,23,0.2169811320754717,1,1,0.09090909090909091
0f528b34-ce6a-438c-9a74-56e761f97f21,comparison,12,91,12,0.13186813186813187,2,8,0.6666666666666666
6883ee02-a25b-4c7e-9d95-a38b3c60ab4f,simple,8,46,3,0.06521739130434782,1,1,0.125
a5268668-5a1f-485e-a57e-42fa10e693d8,aggregation,9,73,12,0.1643835616438356,1,2,0.2222222222222222
412ff756-8cd0-404e-b5c4-b2ff65b126a9,simple,13,63,23,0.36507936507936506,1,4,0.3076923076923077
899aee2e-d160-4aeb-b6eb-04b9d556c25b,simple,6,50,4,0.08,1,1,0.16666666666666666
27923312-7d64-4fd8-961e-cce7d620b458,simple,8,191,8,0.041884816753926704,1,1,0.125
d708d95c-6efd-49ce-ac16-7ff50d26bce7,comparison,6,144,74,0.5138888888888888,1,1,0.16666666666666666
d09ff410-f03e-4b55-9b95-4799bc8e9a75,simple,13,124,66,0.532258064516129,1,13,1.0
9d1ee657-9b57-49a8-93ee-76244a8f0d6a,comparison,11,59,18,0.3050847457627119,2,1,0.09090909090909091
d87222fa-7f0f-40ab-9fce-d95bc2675f63,comparison,15,101,9,0.0891089108910891,1,1,0.06666666666666667
543d407e-587d-4fdb-9682-9afd80e47b3b,simple,9,91,26,0.2857142857142857,1,4,0.4444444444444444
4cc5b572-1ca3-4c17-a5cb-4240a924aac9,simple,10,144,26,0.18055555555555555,1,3,0.3
3ea26b14-2eba-42ff-87e4-3fdefb82e6d2,comparison,7,127,89,0.7007874015748031,1,1,0.14285714285714285
e5b7b024-d9d8-406a-ad24-ccb127311f35,simple,9,205,14,0.06829268292682927,2,1,0.1111111111111111
a51ce1f2-b43b-46b3-b295-dfbb7d89b6e5,simple,11,246,4,0.016260162601626018,1,2,0.18181818181818182
9573fc4c-9f7d-49b9-91f8-e2eca3bc0d92,simple,13,159,6,0.03773584905660377,2,8,0.6153846153846154
4d34f6e9-5abf-4d77-bfdf-0bfd3570fcc3,simple,13,141,18,0.1276595744680851,2,4,0.3076923076923077
6050215b-e4e9-4fe3-af17-e632e007b19c,aggregation,9,89,43,0.48314606741573035,1,1,0.1111111111111111
6c3635ed-6c08-4277-9e1a-34125cbd440f,simple,13,306,71,0.23202614379084968,2,4,0.3076923076923077
e942bf6d-a230-4c16-a24b-4c5b7104ae41,simple,7,101,13,0.12871287128712872,2,1,0.14285714285714285
f3355ee3-7fc1-4305-8ca5-e75098c0d1d5,simple,8,57,15,0.2631578947368421,2,5,0.625
b0343db5-2516-45a6-8bf1-69c8e4d7f03f,simple_w_condition,9,124,7,0.056451612903225805,2,6,0.6666666666666666
573ac6fa-3db0-425a-967c-f267a6852dd2,simple,11,96,23,0.23958333333333334,3,1,0.09090909090909091
51823757-dcd1-45a6-90e0-74828db179d2,simple,9,381,18,0.047244094488188976,2,3,0.3333333333333333
adea74b3-41bf-411c-a6a2-217986c3020c,aggregation,14,75,13,0.17333333333333334,1,2,0.14285714285714285
05b6bfd4-e39f-456a-a299-30f677ea6441,comparison,15,51,14,0.27450980392156865,2,3,0.2
e2a1bb5b-c274-4c7a-8fbf-734bbe86d3c6,false_premise,18,80,38,0.475,2,1,0.05555555555555555
9059b522-02f5-4722-994a-02945b7b63d9,simple_w_condition,10,159,8,0.050314465408805034,1,10,1.0
1a1005cb-07f6-4a64-97e7-4760cde1884a,simple,7,304,9,0.029605263157894735,1,3,0.42857142857142855
adb9f611-679e-4dfe-b0c9-72ae2092b79f,simple,16,278,31,0.11151079136690648,2,7,0.4375
3edb9509-f750-4d3a-9250-bb1b346da5bc,simple,7,36,13,0.3611111111111111,1,1,0.14285714285714285
3aeef680-8762-41b4-aa25-565b73362cfa,aggregation,16,400,19,0.0475,1,2,0.125
f7e3ef64-b77f-421f-aa32-12e11e02710d,simple,6,339,36,0.10619469026548672,2,1,0.16666666666666666
0534010a-d780-4a3a-8c33-d7ec11f06185,comparison,13,87,25,0.28735632183908044,2,1,0.07692307692307693
54e1bf7a-b5f6-461e-9e7f-54d2df3e2266,simple_w_condition,13,82,5,0.06097560975609756,1,2,0.15384615384615385
7bdad1f0-278c-4bde-bd03-44ce2c78c7b9,simple,9,181,22,0.12154696132596685,2,1,0.1111111111111111
da48e9e3-f71b-498d-af6b-d0d53dd6930a,simple,12,88,14,0.1590909090909091,1,1,0.08333333333333333
294bc587-4511-4770-a666-dcee5065df46,aggregation,17,168,122,0.7261904761904762,1,1,0.058823529411764705
b3c1b63a-6978-4ab4-b581-1e4e385c1188,simple,9,77,2,0.025974025974025976,1,8,0.8888888888888888
904dffae-8332-4647-83e2-cff8f3c859c6,simple,4,146,18,0.1232876712328767,1,2,0.5
bb7e1694-7792-479c-ab69-802baf48e720,simple,14,184,10,0.05434782608695652,1,6,0.42857142857142855
da3842b0-0c28-4592-bba6-b138fa77e57e,simple_w_condition,8,204,101,0.4950980392156863,1,1,0.125
54e76db2-8a33-4372-9e36-a89d7eec96d9,comparison,19,93,16,0.17204301075268819,1,3,0.15789473684210525
dad08b92-d379-4130-98e7-fa0195c99348,simple_w_condition,10,345,207,0.6,2,1,0.1
b2541d0d-d31c-4ecb-8b79-2c1acbc056ac,multi-hop,13,85,7,0.08235294117647059,1,5,0.38461538461538464
bebd3b75-933f-41cc-9406-387093c90bd4,comparison,9,95,22,0.23157894736842105,2,5,0.5555555555555556
3c255def-50af-4129-9285-710c99047121,comparison,6,65,8,0.12307692307692308,1,1,0.16666666666666666
4c630315-7b78-4a18-a219-64920851643d,simple,11,246,8,0.032520325203252036,2,11,1.0
a8406efb-d25a-488b-a233-b029bd4b22ef,simple_w_condition,14,97,29,0.29896907216494845,1,1,0.07142857142857142
8ca0e9d0-74df-47cb-89e9-611a12f428aa,aggregation,10,152,10,0.06578947368421052,1,2,0.2
4a83eae1-0f46-4504-9894-7c6a3f7d798f,simple,9,342,60,0.17543859649122806,1,3,0.3333333333333333
18574fd2-dcc3-4a59-9eda-a0e720af9376,comparison,11,73,6,0.0821917808219178,2,1,0.09090909090909091
685089ff-6a6e-4d7d-bc9b-47fec22c0481,comparison,7,159,82,0.5157232704402516,1,1,0.14285714285714285
723daaef-a799-493c-94c9-1b76bbb8f79c,comparison,12,57,16,0.2807017543859649,2,2,0.16666666666666666
1da86af4-161f-45c9-abca-45d2b344a028,simple,20,361,25,0.06925207756232687,2,4,0.2
e554740c-201a-4280-a644-d43523a97103,multi-hop,6,104,10,0.09615384615384616,2,1,0.16666666666666666
b69a7394-0b2a-4ebf-a723-676a623600bb,post-processing,13,130,21,0.16153846153846155,2,1,0.07692307692307693
8617a58c-73c6-4751-9a6e-4b6333b75afe,aggregation,19,280,41,0.14642857142857144,1,15,0.7894736842105263
86e55278-6dfb-4b60-b14b-3f74ec7ff30d,simple,14,74,7,0.0945945945945946,3,2,0.14285714285714285
8001fbf8-541b-426a-8132-3a2fb7182deb,comparison,14,36,11,0.3055555555555556,2,3,0.21428571428571427
456d5fe1-02eb-4eec-b1b6-86da8e407234,comparison,11,83,8,0.0963855421686747,1,2,0.18181818181818182
b3580a6c-8ee0-4473-9c17-ac06b8358b90,simple,13,233,21,0.09012875536480687,2,1,0.07692307692307693
83905844-df04-472f-b940-5f3498771380,simple_w_condition,15,233,17,0.07296137339055794,2,14,0.9333333333333333
dfcf8fe0-1a40-4b37-acaa-face34802db2,false_premise,14,400,37,0.0925,2,2,0.14285714285714285
c798b289-f253-444b-b393-75a9f1c0c306,simple,11,145,3,0.020689655172413793,2,2,0.18181818181818182
4c49a599-ea53-4749-a26a-3c203bab063e,comparison,9,57,6,0.10526315789473684,1,1,0.1111111111111111
cedf9254-965f-409e-9bf2-c15b9d1a2295,simple,11,125,44,0.352,3,1,0.09090909090909091
113aa5a5-64aa-4803-9e01-5cbb472a3472,simple,9,136,12,0.08823529411764706,1,1,0.1111111111111111
25119807-e54a-43cc-8cb3-5a8f7faa88ff,simple_w_condition,7,156,6,0.038461538461538464,2,3,0.42857142857142855
3912e70f-5985-4aab-813d-15d50aaa0df3,simple,8,91,14,0.15384615384615385,1,1,0.125
fb5c53a7-867f-433e-b223-0064dc25f6d0,simple,10,106,19,0.1792452830188679,1,5,0.5
5dfd6314-6001-463e-8f0c-f61a61c69013,comparison,13,150,81,0.54,3,1,0.07692307692307693
16e777af-b6a2-4b0d-b792-110f21544752,comparison,13,84,45,0.5357142857142857,2,1,0.07692307692307693
132e5137-94f8-49eb-8177-3445f57a6fb1,simple,15,150,2,0.013333333333333334,1,1,0.06666666666666667
cca073d8-5e32-4594-ab27-453612701000,simple,12,146,34,0.2328767123287671,2,1,0.08333333333333333
e8f7cdf0-08ce-4d5d-b9fc-f3476697b48b,simple_w_condition,15,153,104,0.6797385620915033,1,1,0.06666666666666667
f906146a-b7cf-4eed-bb79-1f0fb667157e,simple_w_condition,8,108,18,0.16666666666666666,2,1,0.125
6df51f92-cf5f-44a7-bd32-dd0eb71cef94,set,13,141,16,0.11347517730496454,2,8,0.6153846153846154
e118b510-a348-4e4e-b2b0-fb5517896b32,comparison,8,352,26,0.07386363636363637,1,2,0.25
d5f0763b-064e-4028-8c60-9351831c54f9,simple,13,70,3,0.04285714285714286,1,2,0.15384615384615385
779aa5b9-9bb6-4a08-a407-fb46bcc5a2f9,simple_w_condition,6,253,52,0.20553359683794467,3,1,0.16666666666666666
c4e2814c-61db-4f68-b60d-eb89f0c6da55,simple_w_condition,8,400,60,0.15,2,6,0.75
91df5c07-7059-4dac-ba28-555bf036d743,aggregation,16,191,129,0.675392670157068,1,1,0.0625
68f89394-890b-437d-a73b-a9d40d35b81a,simple_w_condition,10,160,9,0.05625,3,1,0.1
141c4d8f-f06c-4275-93e5-25570c675921,simple,9,141,17,0.12056737588652482,1,1,0.1111111111111111
0b367b2b-e638-4f60-8422-dedcd9210410,simple,15,232,18,0.07758620689655173,1,2,0.13333333333333333
bb2a6c28-0a9b-4421-b950-ae72607de6b3,simple_w_condition,17,51,6,0.11764705882352941,2,1,0.058823529411764705
a57e503b-6e34-4c1b-94e9-e4ac7febd7e5,simple,19,104,7,0.0673076923076923,2,9,0.47368421052631576
816ea301-de98-4613-8e22-bd6a122080d1,aggregation,13,113,14,0.12389380530973451,1,3,0.23076923076923078
23a3e1ff-dcb6-4c59-873c-6a1f7b12cbe4,simple_w_condition,15,50,18,0.36,1,1,0.06666666666666667
3c2e3f1f-3cc7-4fa4-a19c-ecd6e6a6d720,simple,12,49,1,0.02040816326530612,1,4,0.3333333333333333
31616f49-8b8e-432c-84a5-3fb8075cd6e1,simple,7,64,12,0.1875,2,2,0.2857142857142857
b5f7410a-0074-46e7-8c66-85db48b5644c,simple,8,190,24,0.12631578947368421,1,1,0.125
6555c708-a160-4413-9c89-029b851a3193,simple,9,57,13,0.22807017543859648,3,1,0.1111111111111111
3b6cfcdc-538d-43c1-a13f-ab274066f7b6,simple_w_condition,15,84,35,0.4166666666666667,1,1,0.06666666666666667
4cf72dae-7adb-4642-b66c-7887036f1640,simple_w_condition,10,40,6,0.15,1,2,0.2
9c68588a-aa1e-4139-93b1-ecf7b2af31c9,simple,13,82,4,0.04878048780487805,1,3,0.23076923076923078
3d54060f-e59b-4e5c-8a0d-4f1d74f2da2d,simple,9,163,50,0.3067484662576687,1,2,0.2222222222222222
b0bd7eef-2016-4360-836d-c229b1e8cdc5,simple_w_condition,13,144,87,0.6041666666666666,2,1,0.07692307692307693
